Subject,URL,Status HTTP,Título,Tipo de Conteúdo,Relevância Atual,Seções e Conteúdo,Chamadas para Ação,Links Internos,Links Externos,Downloads,Ativos de Mídia,Ação de Migração,Destino Canônico,Observações,Error
https://www.prexion.com/distributor-locations/,https://www.prexion.com/distributor-locations/,200,Distributor Locations,sales,medium,# DISTRIBUTOR LOCATIONS\n\n## Find a Distributor\nNational coverage through trusted dental industry distribution partnerships. Contact us to find the right dealer for your needs. Practicing dental professionals only. Others should reach out to PreXion directly by calling (650) 212-0300.\n\n## Experience True Clarity & Precision\nSchedule a demo today.,- Call (650) 212-0300\n- Request a demo (https://www.prexion.com/request-a-demo/)\n- Contact Us: 855-PREXION\n- Client Support: (650) 212-0314,- https://www.prexion.com/request-a-demo/\n- https://www.prexion.com/prexion-3d-evolve/\n- https://www.prexion.com/prexion-excelsior-endo/\n- https://www.prexion.com/roi-calculator/\n- https://www.prexion.com/remote-support/\n- https://www.prexion.com/product-specialists/\n- https://www.prexion.com/privacy-policy/\n- https://www.prexion.com/accessibility-statement/\n- https://www.prexion.com/,- https://www.linkedin.com/company/prexion-cbct/\n- https://www.facebook.com/PreXionUSA/\n- https://www.instagram.com/prexionusa/\n- https://www.youtube.com/prexioncbct,Nenhum,Nenhum,consolidate,/contact,"Página muito simples sem lista real de distribuidores, apenas orientando a entrar em contato por telefone. Recomenda-se consolidar na página de contato geral.",
https://www.prexion.com/download-be-more-profitable-more-quickly/,https://www.prexion.com/download-be-more-profitable-more-quickly/,200,Download – Be More Profitable More Quickly,landing-page,medium,"##### DATA-DRIVEN EBOOK\n\n### Study Shows Emerging Cone-Beam Computed Tomography (CBCT) and Imaging Systems Allow Dentistry and Specialty Practices to Be More Profitable More Quickly Compared to Standard 2D Imaging Technology\n\nPreXion recently surveyed dentists and dental specialists across the United States to determine current perceptions on cost analysis from investment to return on Cone-Beam Computed Tomography (CBCT) and imaging systems as well as emerging ways to increase profitability on such investments in a shorter time. Given economic pressures on practices today such as rising costs of supplies and increased competition, it’s not surprising that the lower-initial-investment options like the intraoral digital imaging sensor and standard intraoral scanner ranked at higher importance to your peers than the standard 3D CBCT system.\n\nIf you are considering upgrading your practice’s CBCT and imaging systems, you will want to be equipped with all the latest insights into how best to earn a return on your investments. In this eBook, we will cover data from your peers in dentistry and specialty practice on these topics:\n* Common Myths about CBCT Imaging in Dentistry and Specialty Practices\n* The 2D Advantage: Your Peers’ Insights on Using 2D Panoramic Imaging\n* The 3D Advantage: Your Peers’ Insights on Using 3D CBCT Imaging\n* The Intraoral Sensor Advantage: Your Peers’ Insights on Using an Intraoral Digital Imaging Sensor\n* Increasing Profitability More Quickly with Emerging Cone-Beam Computed Tomography (CBCT) and Imaging Systems\n* Conclusion: How Could CBCT Imaging Companies Be More Helpful to the Dental Profession Overall?\n\n### Download the Full eBook\n(Formulário/Link ausente no texto extraído)",- Download the Full eBook\n- Contact Us: 855-PREXION\n- Client Support: (650) 212-0314,- https://www.prexion.com/author/3vdab/\n- https://www.prexion.com/prexion-3d-explorer-pro/\n- https://www.prexion.com/prexion-3d-excelsior-cbct-scanner/\n- https://www.prexion.com/roi-calculator/\n- https://www.prexion.com/remote-support/\n- https://www.prexion.com/product-specialists/\n- https://www.prexion.com/privacy-policy/\n- https://www.prexion.com/accessibility-statement/\n- https://www.prexion.com/,- https://www.linkedin.com/company/prexion-cbct/\n- https://www.facebook.com/PreXionUSA/\n- https://www.instagram.com/prexionusa/\n- https://www.youtube.com/prexioncbct\n- https://careers.jobscore.com/careers/prexioninc,Nenhum,- PreXion Logo: https://www.prexion.com/,consolidate,/resources/ebooks/be-more-profitable-more-quickly,"A página apresenta o conteúdo duplicado (o texto sobre o eBook é repetido duas vezes) e o rodapé também está duplicado. Não há um link real para o download do eBook, sugerindo que um formulário pode estar faltando ou quebrado na extração de texto. É uma landing page para download de eBook. Recomenda-se consolidar em uma nova página de recursos ou consertar o formulário de download.",
https://www.prexion.com/download-dental-professionals-insights-on-precision-imaging-excellence/,https://www.prexion.com/download-dental-professionals-insights-on-precision-imaging-excellence/,200,Download – Dental Professionals’ Insights on Precision Imaging Excellence,landing-page,medium,"# Dental Professionals’ Insights on Precision Imaging Excellence\n\nPágina de landing (Data-Driven eBook) baseada em uma pesquisa da PreXion com dentistas e especialistas sobre o significado de \""precision imaging excellence\"". A pesquisa incluiu dentistas gerais, ortodontistas, endodontistas, cirurgiões orais, etc., de práticas solo (50%), multi-location (42%) e DSO (8%).\n\nO eBook cobre:\n- Definição de “Precision Imaging Excellence”\n- Importância de um lineup completo de recursos 2D/3D\n- Opiniões de colegas sobre a importância\n- Pontos fortes e fracos de várias tecnologias de imagem\n- Vantagens de liderar uma prática com excelência em imagem\n- Tipos de soluções de imagem dental\n\n## Download the Full eBook\nSeção que contém o formulário (não visível no texto, mas citado) para baixar o eBook completo.","- Formulário: \""Fill out the form below to download the full eBook\""\n- Telefone: 855-PREXION\n- Telefone de Suporte: (650) 212-0314\n- Endereço: 2077 Gateway Place, Suite 120, San Jose, CA 95110",- https://www.prexion.com/prexion-3d-evolve/\n- https://www.prexion.com/prexion-excelsior-endo/\n- https://www.prexion.com/roi-calculator/\n- https://www.prexion.com/remote-support/\n- https://www.prexion.com/product-specialists/\n- https://www.prexion.com/privacy-policy/\n- https://www.prexion.com/accessibility-statement/\n- https://www.prexion.com/,- https://www.linkedin.com/company/prexion-cbct/\n- https://www.facebook.com/PreXionUSA/\n- https://www.instagram.com/prexionusa/\n- https://www.youtube.com/prexioncbct,Nenhum,Nenhum,redirect,/resources/ebooks/precision-imaging-excellence,"Página de landing para download de eBook sobre \""Precision Imaging Excellence\"". O texto principal está duplicado na extração. Há menção a um formulário (\""Fill out the form below\""), mas o link direto para o PDF não está exposto na página (provavelmente é enviado por e-mail ou redirecionado após o preenchimento). Recomenda-se redirecionar para a nova central de recursos ou manter como landing page caso a campanha ainda seja ativa.",
https://www.prexion.com/download-ebook-library/,https://www.prexion.com/download-ebook-library/,200,Download eBook Library,resource,medium,"## eBooks: Deep Intel Based Upon Survey Data from Dentists and Dental Specialists\nIntrodução à biblioteca de eBooks com base em dados de pesquisas realizadas com dentistas e especialistas em odontologia.\n\n### Mitigating Practice Liability Exposure with Precision Treatment Planning and Diagnoses\nResumo de um eBook focado no gerenciamento de responsabilidade da clínica através do planejamento preciso de tratamentos e diagnósticos. Destaca objetivos de aprendizado como aceitação de tratamento, diagnóstico preciso e superação de barreiras na implementação de tratamentos baseados em evidências.\n\n### Overcoming the Rising Costs and Economic Challenges in Dentistry\nResumo de um eBook focado nos desafios econômicos e aumento de custos, citando dados de inflação de 2022. Aborda estratégias para superar obstáculos, como aumentar o fluxo de pacientes com custo mínimo, diminuir despesas e reter funcionários qualificados.\n\n#### Discover what CBCT can make possible for your practice.\nChamada para a utilização da calculadora de ROI para avaliar o retorno financeiro do investimento em tecnologia CBCT da PreXion.\n\n### What is the Industry Saying?\nDepoimento do Dr. Robert Walinchus sobre a clareza e precisão do equipamento CBCT da PreXion, destacando seu impacto no diagnóstico, planejamento e tratamento (levantamento de seio maxilar, implantes, enxertos ósseos, etc.).\n\n## Experience True Clarity & Precision\nSeção final com um apelo para agendar uma demonstração dos produtos e tecnologias da PreXion.","- Get Your Ebook (Mitigating Practice Liability)\n- Get Your Ebook (Overcoming the Rising Costs)\n- CALCULATE YOUR SAVINGS\n- REQUEST A DEMO\n- Contact Us: 855-PREXION\n- Client Support: (650) 212-0314\n- Endereço: 2077 Gateway Place, Suite 120, San Jose, CA 95110",- https://www.prexion.com/success-mitigating-practice-liability-exposure-with-precision-treatment-planning-and-diagnoses/\n- https://www.prexion.com/success-overcoming-the-rising-costs-and-economic-challenges-in-dentistry/\n- https://www.prexion.com/roi-calculator/\n- https://www.prexion.com/request-a-demo/\n- https://www.prexion.com/prexion-3d-evolve/\n- https://www.prexion.com/prexion-excelsior-endo/\n- https://www.prexion.com/remote-support/\n- https://www.prexion.com/product-specialists/\n- https://www.prexion.com/privacy-policy/\n- https://www.prexion.com/accessibility-statement/,- https://www.linkedin.com/company/prexion-cbct/\n- https://www.facebook.com/PreXionUSA/\n- https://www.instagram.com/prexionusa/\n- https://www.youtube.com/prexioncbct,Nenhum,Nenhum,consolidate,/resources/ebooks,"Página lista eBooks disponíveis. Contém dados de inflação de 2022 que estão um pouco desatualizados. Links para os eBooks apontam para páginas com prefixo \""success-\"", sugerindo que esta página pode estar contornando o fluxo de captura de leads. Recomenda-se consolidar em uma nova central de recursos e revisar o fluxo de formulários.",
https://www.prexion.com/download-how-your-peers-earn-roi-from-3d-cbct-scan-imaging-technology/,https://www.prexion.com/download-how-your-peers-earn-roi-from-3d-cbct-scan-imaging-technology/,200,Download – How Your Peers Earn ROI from 3D CBCT Scan Imaging Technology,landing-page,high,"### DATA-DRIVEN EBOOK\n\n### The Complete Data-Driven Guide to How Your Peers Earn ROI from 3D CBCT Scan Imaging Technology\nPreXion surveyed over 100 dentists and specialists to gather insights on how they earn ROI on 3D CBCT imaging technology. The survey pool included General Dentists (66%), Oral Surgeons (16%), Orthodontists (12%), Endodontists (3%), Periodontists (2%), Prosthodontists (1%), and Pedodontists (1%). The eBook covers strategies, key factors driving ROI (profitability, efficiency, productivity), methods to quantitatively and qualitatively measure ROI, and factors influencing the investment decision, such as higher interest rates and tax implications (Section 179).\n\n### Download the Full eBook\nSection dedicated to providing the eBook download, though the form may be dynamically rendered.",- Download the Full eBook\n- Contact Us: [855-PREXION](tel:855PREXION)\n- Client Support: [(650) 212-0314](tel:6502120314),- https://www.prexion.com/author/3vdab/\n- https://www.prexion.com/prexion-3d-evolve/\n- https://www.prexion.com/prexion-excelsior-endo/\n- https://www.prexion.com/roi-calculator/\n- https://www.prexion.com/remote-support/\n- https://www.prexion.com/product-specialists/\n- https://www.prexion.com/privacy-policy/\n- https://www.prexion.com/accessibility-statement/\n- https://www.prexion.com/,- https://www.linkedin.com/company/prexion-cbct/\n- https://www.facebook.com/PreXionUSA/\n- https://www.instagram.com/prexionusa/\n- https://www.youtube.com/prexioncbct,Nenhum,Nenhum,create,/resources/how-your-peers-earn-roi-from-3d-cbct-scan-imaging-technology/,"Página de captura (landing page) para download de e-book. O texto principal está duplicado na própria página. Formulário de download não está visível no texto extraído, indicando possível renderização dinâmica ou necessidade de revisão do embed. Recomenda-se recriar a landing page com o formulário de captura integrado.",
https://www.prexion.com/download-mitigating-practice-liability-exposure-with-precision-treatment-planning-and-diagnoses/,https://www.prexion.com/download-mitigating-practice-liability-exposure-with-precision-treatment-planning-and-diagnoses/,200,Download – Mitigating Practice Liability Exposure with Precision Treatment Planning and Diagnoses,landing-page,medium,"# Mitigating Practice Liability Exposure with Precision Treatment Planning and Diagnoses\n\nPreXion surveyed dentists across the US regarding treatment planning and diagnostics related to practice liability management. The study emphasizes that treatment planning is critical for successful patient outcomes.\n\n## Factors Considered in Treatment Planning\nRespondents consider various factors when assessing risks and benefits:\n- 50% Patient’s overall health and oral health condition\n- 46% Alignment with the patient on treatment objectives\n- 46% Long-term prognosis of the proposed treatment\n- 38% Treatment complexity\n- 27% Patient compliance with past dental care\n- 23% Potential complications\n\n## Learning Objectives\nThe eBook provides data and education on overcoming obstacles, including:\n- Achieving Reasonable Rates of Treatment Acceptance\n- Building Confidence in Accurately Diagnosing Dental Conditions\n- Navigating Patient-Doctor Disagreement in Treatment Planning\n- Handling Patient Emergencies When Consent Is Not Possible\n- Overcoming Barriers to Implementing Evidence-Based Treatment Planning\n- Opportunities to Improve Treatment Planning, Diagnosing and Liability Management","- [855-PREXION](tel:855PREXION)\n- [(650) 212-0314](tel:6502120314)\n- 2077 Gateway Place, Suite 120, San Jose, CA 95110",- https://www.prexion.com/prexion-3d-evolve/\n- https://www.prexion.com/prexion-excelsior-endo/\n- https://www.prexion.com/roi-calculator/\n- https://www.prexion.com/remote-support/\n- https://www.prexion.com/product-specialists/\n- https://www.prexion.com/privacy-policy/\n- https://www.prexion.com/accessibility-statement/\n- https://www.prexion.com/,- https://www.linkedin.com/company/prexion-cbct/\n- https://www.facebook.com/PreXionUSA/\n- https://www.instagram.com/prexionusa/\n- https://www.youtube.com/prexioncbct,Nenhum,Nenhum,consolidate,/resources/ebooks/mitigating-practice-liability-exposure,"A página apresenta o conteúdo de forma duplicada no corpo principal. É uma landing page para download de um eBook sobre mitigação de riscos de responsabilidade na prática odontológica. Recomenda-se consolidar com outras páginas de recursos/eBooks no novo site, possivelmente corrigindo a duplicação do texto. Não há link direto para o download do eBook no conteúdo extraído, sugerindo que um formulário possa estar ausente ou não renderizado.",
https://www.prexion.com/download-overcoming-rising-costs-and-economic-challenges-in-dentistry/,https://www.prexion.com/download-overcoming-rising-costs-and-economic-challenges-in-dentistry/,200,Download Overcoming Rising Costs and Economic Challenges in Dentistry,landing-page,medium,"# Download Overcoming Rising Costs and Economic Challenges in Dentistry\n\n## Overcoming the Rising Costs and Economic Challenges in Dentistry\n\nEste bloco descreve os desafios econômicos contínuos enfrentados pelos dentistas, como dificuldades de recrutamento, altos custos de EPIs e baixas taxas de reembolso, que foram exacerbados após o início da pandemia. Menciona que os custos operacionais dispararam enquanto o fluxo de pacientes diminuiu devido a preocupações com a inflação. O texto cita dados de 2022 sobre o aumento de preços e destaca que a inflação dos serviços odontológicos (4.7%) ficou abaixo da inflação geral (8.2%), resultando em menor rentabilidade. O objetivo do eBook é oferecer soluções estratégicas para esses desafios.\n\n### Download the Full eBook\n\nSeção contendo o formulário/CTA para baixar o material completo.","- Formulário para download de eBook (\""Download the Full eBook\"")\n- Telefones de contato: 855-PREXION e (650) 212-0314\n- Endereço: 2077 Gateway Place, Suite 120, San Jose, CA 95110",- https://www.prexion.com/author/3vdab/\n- https://www.prexion.com/prexion-3d-evolve/\n- https://www.prexion.com/prexion-excelsior-endo/\n- https://www.prexion.com/roi-calculator/\n- https://www.prexion.com/remote-support/\n- https://www.prexion.com/product-specialists/\n- https://www.prexion.com/privacy-policy/\n- https://www.prexion.com/accessibility-statement/\n- https://www.prexion.com/,- https://www.linkedin.com/company/prexion-cbct/\n- https://www.facebook.com/PreXionUSA/\n- https://www.instagram.com/prexionusa/\n- https://www.youtube.com/prexioncbct,Nenhum,- Logo da PreXion: https://www.prexion.com/,consolidate,/resources/ebooks/overcoming-rising-costs-and-economic-challenges-in-dentistry,"A página apresenta duplicação do conteúdo principal (o texto introdutório do eBook é repetido duas vezes na mesma página). Além disso, o rodapé (com links e contatos) também aparece duplicado no final. É uma landing page para download de eBook que deve ser consolidada na área de recursos do novo site, corrigindo as duplicações de texto.",
https://www.prexion.com/downloadable-assets/,https://www.prexion.com/downloadable-assets/,200,Downloadable Assets,resource,high,"## eBooks: Deep Intel Based Upon Survey Data from Dentists and Dental Specialists\nApresenta um eBook baseado em pesquisa com mais de 100 dentistas e especialistas sobre como eles obtêm ROI com a tecnologia de imagem 3D CBCT. Detalha os dados demográficos dos entrevistados (66% clínicos gerais, 16% cirurgiões orais, etc.) e sua distribuição regional nos EUA. O eBook cobre fatores que impulsionam o ROI, como medir o ROI (quantitativa e qualitativamente) e fatores que influenciaram a decisão de investimento (taxas de juros, finanças, implicações fiscais).\n\n### Dental Professionals’ Insights on Precision Imaging Excellence\nDescreve um eBook sobre o que significa \""excelência em imagem de precisão\"" na odontologia, baseado em pesquisa com dentistas. Cobre a definição do termo, a importância de recursos 2D/3D, pontos fortes e fracos de várias tecnologias de imagem e os tipos de soluções de imagem odontológica disponíveis.\n\n### Study Shows Emerging Cone-Beam Computed Tomography (CBCT) and Imaging Systems Allow Dentistry and Specialty Practices to Be More Profitable More Quickly Compared to Standard 2D Imaging Technology\nDestaca um eBook focado na lucratividade e análise de custo de sistemas CBCT. Aborda mitos comuns, as vantagens das imagens 2D e 3D, e o uso de sensores digitais intraorais, além de maneiras de aumentar a lucratividade mais rapidamente com sistemas emergentes.\n\n### Mitigating Practice Liability Exposure with Precision Treatment Planning and Diagnoses\nResumo de um eBook focado no gerenciamento de responsabilidade da clínica por meio de diagnósticos e planejamento de tratamento precisos. Os tópicos incluem taxas de aceitação de tratamento, resolução de divergências médico-paciente, tratamento de emergências e superação de barreiras na implementação de tratamentos baseados em evidências.\n\n### Overcoming the Rising Costs and Economic Challenges in Dentistry\nApresenta um eBook que aborda os desafios econômicos e a inflação na odontologia. O material explora como a inflação afeta o setor, estratégias para aumentar o fluxo de pacientes com custo mínimo, aumentar as taxas de aceitação de casos, diminuir despesas gerais e atrair/reter equipe qualificada.\n\n### What is the Industry Saying?\nInclui um depoimento do Dr. Robert Walinchus elogiando o PreXion CBCT como a ferramenta de diagnóstico mais valiosa de sua clínica, impactando procedimentos como elevações de seio maxilar, colocação de implantes e enxertos ósseos.\n\n## Experience True Clarity & Precision\nSeção de CTA incentivando os usuários a agendarem uma demonstração do produto.","- [Get Your Ebook](https://www.prexion.com/download-how-your-peers-earn-roi-from-3d-cbct-scan-imaging-technology/)\n- [Get Your Ebook](https://www.prexion.com/download-dental-professionals-insights-on-precision-imaging-excellence/)\n- [Get Your Ebook](https://www.prexion.com/download-be-more-profitable-more-quickly/)\n- [Get Your Ebook](https://www.prexion.com/download-mitigating-practice-liability-exposure-with-precision-treatment-planning-and-diagnoses/)\n- [Get Your Ebook](https://www.prexion.com/download-overcoming-rising-costs-and-economic-challenges-in-dentistry/)\n- [REQUEST A DEMO](https://www.prexion.com/request-a-demo/)\n- Telefone: 855-PREXION\n- Suporte: (650) 212-0314\n- Endereço: 2077 Gateway Place, Suite 120, San Jose, CA 95110",- https://www.prexion.com/author/3vdab/\n- https://www.prexion.com/download-how-your-peers-earn-roi-from-3d-cbct-scan-imaging-technology/\n- https://www.prexion.com/download-dental-professionals-insights-on-precision-imaging-excellence/\n- https://www.prexion.com/download-be-more-profitable-more-quickly/\n- https://www.prexion.com/download-mitigating-practice-liability-exposure-with-precision-treatment-planning-and-diagnoses/\n- https://www.prexion.com/download-overcoming-rising-costs-and-economic-challenges-in-dentistry/\n- https://www.prexion.com/request-a-demo/\n- https://www.prexion.com/prexion-3d-evolve/\n- https://www.prexion.com/prexion-excelsior-endo/\n- https://www.prexion.com/roi-calculator/\n- https://www.prexion.com/remote-support/\n- https://www.prexion.com/product-specialists/\n- https://www.prexion.com/privacy-policy/\n- https://www.prexion.com/accessibility-statement/\n- https://www.prexion.com/,- https://www.linkedin.com/company/prexion-cbct/\n- https://www.facebook.com/PreXionUSA/\n- https://www.instagram.com/prexionusa/\n- https://www.youtube.com/prexioncbct,Nenhum,Nenhum,consolidate,/resources/ebooks/,"Página atua como um hub para eBooks, exigindo preenchimento de formulário nas landing pages de destino (não são links diretos para PDFs). O rodapé aparece duplicado na extração. O conteúdo é relevante para geração de leads e deve ser migrado para uma seção consolidada de recursos/educação no novo site.",
https://www.prexion.com/education-and-support/,https://www.prexion.com/education-and-support/,200,Education & Support,education,high,"# DENTAL EDUCATION & SUPPORT\n\n## An Unmatched Commitment to Dental Education\nPreXion commits to dental education and encourages connecting at upcoming events. \n\n## Support with PreXion products\nPreXion's mission is to deliver excellent customer care and support. Remote support is available for any issues. \n\n## Training Videos\nOffers training videos to make the most out of PreXion product software, including topics like \""The GP’s Guide to Cone Beam Everyday Use\"" with Dr. Tony Tomaro, \""Integrating CBCT into Your Practice\"" with Dr. Lou Graham, and \""How to Capture a 15×13 FOV Image\"".\n\n## Blog Posts\nUpdates on the latest in dentistry, CBCT technology, and events, such as The Art and Science of Dentistry 2026 in Anaheim, CA, AAE Annual Meeting 2026 in Salt Lake City, UT, and Chicago Midwinter.\n\n## Stay on the Cutting Edge of Dentistry\nEncourages subscribing for updates.","- [VIEW ALL EVENTS](https://www.prexion.com/news-2/)\n- [GET REMOTE SUPPORT](https://www.prexion.com/remote-support/)\n- [VIEW ALL TRAINING VIDEOS](https://www.prexion.com/training-videos/)\n- [VIEW ALL BLOG POSTS](https://www.prexion.com/blog/)\n- Subscribe today.\n- Contact Us: 855-PREXION\n- Client Support: (650) 212-0314\n- Address: 2077 Gateway Place, Suite 120, San Jose, CA 95110",- https://www.prexion.com/news-2/\n- https://www.prexion.com/remote-support/\n- https://www.prexion.com/training-videos/\n- https://www.prexion.com/the-art-and-science-of-dentistry-2026-anaheim-ca/\n- https://www.prexion.com/aae-annual-meteting-2026-salt-lake-city-ut/\n- https://www.prexion.com/chicago-mindwinter-dental/\n- https://www.prexion.com/blog/\n- https://www.prexion.com/prexion-3d-evolve/\n- https://www.prexion.com/prexion-excelsior-endo/\n- https://www.prexion.com/roi-calculator/\n- https://www.prexion.com/product-specialists/\n- https://www.prexion.com/privacy-policy/\n- https://www.prexion.com/accessibility-statement/,- https://www.linkedin.com/company/prexion-cbct/\n- https://www.facebook.com/PreXionUSA/\n- https://www.instagram.com/prexionusa/\n- https://www.youtube.com/prexioncbct,Nenhum,Nenhum,preserve-resource,/education-and-support/,"A página contém conteúdo duplicado em sua estrutura, como os blocos \""Need support with your PreXion products?\"" e as listas de blog posts que se repetem. É recomendável revisar a estruturação para remover as duplicações durante a migração. O conteúdo em si é muito útil e deve ser mantido.",
https://www.prexion.com/evolve-2d-pan/,https://www.prexion.com/evolve-2d-pan/,200,PREXION EVOLVE 2D (PAN),product,high,"# PREXION EVOLVE 2D (PAN)\n## 3D Upgradable at Any Time\nApresenta o produto Evolve 2D (PAN) destacando que pode ser atualizado para 3D a qualquer momento.\n\n### PreXion Evolve 2D (PAN)\nDestaca a facilidade de uso e a qualidade de imagem do PreXion Evolve 2D (PAN). Menciona filtros aprimorados, capacidade multislice (41 cortes panorâmicos) e algoritmos de reconstrução para nitidez e contraste. Especifica \""Panoramic\"", \""5 adaptive filters\"" e \""Enhanced Ortho\"".\n\n#### CEPH Arm:\nDescreve a adição do braço Ceph para exames cefalométricos, com sensor especializado para tecidos duros e moles. Menciona mecanismos de colimação e técnicas de escaneamento rápido para minimizar a exposição ao raio-X. Especifica \""Lateral Ceph\"" e \""AP/PA Frontal Ceph\"".\n\n### Discover what a CBCT Scanner can make possible for your practice.\nIncentiva o uso da tecnologia CBCT da PreXion, afirmando que o investimento pode se tornar lucrativo rapidamente. Promove a ferramenta de calculadora de ROI.\n\n### What is the Industry Saying?\nApresenta um depoimento de Lou Graham DDS FAGD, elogiando o treinamento, serviço, qualidade de imagem e software da PreXion após 5 anos de uso de um CBCT da marca.\n\n## Experience True Clarity & Precision\nChamada final para agendar uma demonstração.","- [SCHEDULE A DEMO](https://www.prexion.com/request-a-demo/)\n- [CALCULATE YOUR SAVINGS](https://www.prexion.com/roi-calculator/)\n- [Get Full Specifications with the Product Brochure](https://s.assetway.com.br/jZUpa)\n- Contact Us: [855-PREXION](tel:855PREXION)\n- Client Support: [(650) 212-0314](tel:6502120314)\n- Address: 2077 Gateway Place, Suite 120, San Jose, CA 95110",- https://www.prexion.com/request-a-demo/\n- https://www.prexion.com/roi-calculator/\n- https://www.prexion.com/prexion-3d-evolve/\n- https://www.prexion.com/prexion-excelsior-endo/\n- https://www.prexion.com/remote-support/\n- https://www.prexion.com/product-specialists/\n- https://www.prexion.com/privacy-policy/\n- https://www.prexion.com/accessibility-statement/,- https://www.linkedin.com/company/prexion-cbct/\n- https://www.facebook.com/PreXionUSA/\n- https://www.instagram.com/prexionusa/\n- https://www.youtube.com/prexioncbct,- https://s.assetway.com.br/jZUpa,Nenhum,create,/products/evolve-2d-pan/,"A página apresenta o produto Evolve 2D (PAN), detalhando suas funcionalidades, como a capacidade multislice com 41 cortes panorâmicos e o braço CEPH. O conteúdo principal de descrição do produto está duplicado na página. Há links para o folheto do produto e chamadas para agendar uma demonstração e calcular o ROI. É recomendada a criação de uma página própria para este produto no novo site, consolidando o conteúdo e removendo as duplicações.",
https://www.prexion.com/evolve-scan-intraoral-scanner/,https://www.prexion.com/evolve-scan-intraoral-scanner/,200,EVOLVE SCAN INTRAORAL SCANNER,product,high,"# EVOLVE SCAN INTRAORAL SCANNER\n\n## A High-Tech Scanner with an Ergonomic Design\n\nEvolve Scan is Prexion’s new intraoral scanner, 100% produced in Brazil. Weighing 119g, it scans a complete arch in 59 seconds. It features autoclavable tips (up to 250 cycles), a single detachable USB cable, a heat-free anti-fog system, and artificial intelligence (FLOW AI).\n\n### Welcome to the new era of intraoral scanning\nEagle Scan\n\n## Why Evolve Scan?\n\nComparative Software features:\n- Before / After\n- STL / PLY\n- Quality Map\n- Focus in HD\n- Retention Analysis\n- Occlusion Map\n- Delimitations of preparation terms\n\n### Specifications:\n- SCANNER TYPE: Handheld scanner that creates optic impressions for dental restorations\n- BASE DIMENSIONS: L x W x H: 306 mm x 98 mm x 72 mm\n- SCANNER DIMENSIONS: L x W x H: 256 mm x 43 mm x 43 mm\n- WEIGHT: 119 g\n- CABLE LENGTH: 2 meters\n- SCANNER TIPS: Reusable up to 250 times, autoclavable\n- HEATING ELEMENT: Low-energy, heat-free defogging\n- SENSOR TECHNOLOGY: CMOS\n- COLOR: Yes, 24bits (8bits per channel)\n- SCANNING FREQUENCY: 30 FPS\n- FIELD OF VIEW: 12 mm x 14 mm\n- ILLUMINATION: LED – HIGH POWER\n- ELETRICAL INPUT: 5V DC, 100-240V AC, 50-60Hz\n\n### Software:\n- EVOLVE IOS SOFTWARE LICENSE: Free with Evolve Scan scanner system, no annual fee\n- GENERATED ARCHIVES FORMAT: STL, PLY, OBJ\n- COMPATIBILITY WITH CAD/CAM SYSTEMS: Open files, compatible with all open CAD/CAM systems on the market\n\n### Scanning Process:\n- DENTAL PREPARATION: No need to use spray or powder\n- SCANNING PRINCIPLE: Continuous and accumulative scanning digitalization, with depth and colour data\n- TOOTH-SENSOR DISTANCE: O – 20 mm\n- COMPUTER-SCANNER INTERFACE: USB 3.0 cable\n\n## Experience True Clarity & Precision\nSchedule a demo today.","- [SCHEDULE A DEMO](https://www.prexion.com/request-a-demo/)\n- [FIND A PRODUCT SPECIALIST](https://www.prexion.com/product-specialists/)\n- Telefone: 855-PREXION\n- Suporte ao Cliente: (650) 212-0314\n- Endereço: 2077 Gateway Place, Suite 120, San Jose, CA 95110",- https://www.prexion.com/author/3vdab/\n- https://www.prexion.com/request-a-demo/\n- https://www.prexion.com/evolve-scan-intraoral-scanner/\n- https://www.prexion.com/product-specialists/\n- https://www.prexion.com/prexion-3d-evolve/\n- https://www.prexion.com/prexion-excelsior-endo/\n- https://www.prexion.com/roi-calculator/\n- https://www.prexion.com/remote-support/\n- https://www.prexion.com/privacy-policy/\n- https://www.prexion.com/accessibility-statement/\n- https://www.prexion.com/,- https://www.linkedin.com/company/prexion-cbct/\n- https://www.facebook.com/PreXionUSA/\n- https://www.instagram.com/prexionusa/\n- https://www.youtube.com/prexioncbct,Nenhum,Nenhum,create,/evolve-scan-intraoral-scanner,"Página de produto com informações completas e especificações técnicas sobre o Evolve Scan Intraoral Scanner. Há duplicação de informações no rodapé (links e contatos repetidos). O conteúdo parece atualizado e relevante, sem indícios de obsolescência. O texto cita \""Eagle Scan\"" em um subtítulo, o que pode ser uma inconsistência ou um nome alternativo do produto/software que precisa ser verificado.",
